<?xml version="1.0" encoding="UTF-8"?>
<kml xmlns="http://www.opengis.net/kml/2.2">
<Document><name>My document</name>
<description>Content</description>
<Style id="Lump">
<LineStyle><color>CD0000FF</color><width>2</width></LineStyle>
<PolyStyle><color>9AFF0000</color></PolyStyle>
</Style>
<Style id="Path">
<LineStyle><color>8094d802</color><width>5</width></LineStyle>
</Style>
<Style id="markerstyle">
<IconStyle><Icon><href>
http://maps.google.com/intl/en_us/mapfiles/ms/micons/red-dot.png
</href></Icon></IconStyle>
</Style>
<Placemark><name>NAME</name>
<description>YES</description>
<styleUrl>#Path</styleUrl>
<LineString>
<tessellate>1</tessellate>
<altitudeMode>clampToGround</altitudeMode>
<coordinates>
13.373215,52.627658,0.0 
13.373752,52.627814,0.0 
13.374052,52.627749,0.0 
13.374846,52.628088,0.0 
13.375318,52.628661,0.0 
13.375854,52.628439,0.0 
13.376219,52.628400,0.0 
13.376133,52.628726,0.0 
13.375747,52.629052,0.0 
13.376284,52.629286,0.0 
13.376777,52.629325,0.0 
13.376949,52.629625,0.0 
13.376992,52.629911,0.0 
13.376563,52.630028,0.0 
13.376606,52.630328,0.0 
13.376198,52.631161,0.0 
13.375919,52.631578,0.0 
13.376541,52.632047,0.0 
13.376842,52.632855,0.0 
13.377228,52.633063,0.0 
13.377614,52.632985,0.0 
13.377678,52.633401,0.0 
13.378687,52.634352,0.0 
13.379545,52.633831,0.0 
13.379996,52.634261,0.0 
13.382807,52.635173,0.0 
13.382635,52.635798,0.0 
13.381948,52.635967,0.0 
13.381884,52.636332,0.0 
13.382571,52.636527,0.0 
13.382785,52.636319,0.0 
13.383021,52.636371,0.0 
13.383322,52.636657,0.0 
13.383429,52.636618,0.0 
13.383472,52.636410,0.0 
13.384266,52.636423,0.0 
13.384459,52.636266,0.0 
13.385124,52.636240,0.0 
13.385124,52.636488,0.0 
13.385510,52.636644,0.0 
13.385682,52.636527,0.0 
13.386068,52.636735,0.0 
13.386540,52.636683,0.0 
13.386712,52.636996,0.0 
13.387270,52.636983,0.0 
13.387613,52.637204,0.0 
13.388386,52.637165,0.0 
13.388472,52.637543,0.0 
13.389502,52.638558,0.0 
13.389566,52.639392,0.0 
13.390059,52.640446,0.0 
13.389995,52.641123,0.0 
13.390102,52.641683,0.0 
13.390639,52.642386,0.0 
13.391111,52.643116,0.0 
13.391926,52.644066,0.0 
13.391991,52.644743,0.0 
13.392398,52.645303,0.0 
13.392892,52.645928,0.0 
13.393793,52.646722,0.0 
13.394501,52.647490,0.0 
13.395703,52.647334,0.0 
13.396368,52.647451,0.0 
13.397677,52.648258,0.0 
13.406410,52.644105,0.0 
13.407612,52.642855,0.0 
13.412075,52.643376,0.0 
13.414478,52.642543,0.0 
13.414307,52.640980,0.0 
13.423920,52.635772,0.0 
13.427181,52.637751,0.0 
13.432503,52.637438,0.0 
13.434048,52.637959,0.0 
13.433876,52.644001,0.0 
13.439369,52.645251,0.0 
13.441086,52.649208,0.0 
13.452072,52.649625,0.0 
13.451900,52.648375,0.0 
13.459454,52.648063,0.0 
13.461685,52.648584,0.0 
13.466320,52.650979,0.0 
13.469925,52.651500,0.0 
13.474045,52.653999,0.0 
13.473530,52.656498,0.0 
13.462029,52.657539,0.0 
13.450871,52.662537,0.0 
13.459454,52.668784,0.0 
13.465633,52.667222,0.0 
13.474903,52.674717,0.0 
13.477135,52.673884,0.0 
13.479023,52.674925,0.0 
13.479710,52.674717,0.0 
13.474903,52.668055,0.0 
13.475590,52.666910,0.0 
13.487949,52.670033,0.0 
13.485546,52.659309,0.0 
13.490696,52.654728,0.0 
13.505116,52.649521,0.0 
13.513012,52.645667,0.0 
13.519020,52.646709,0.0 
13.520222,52.645147,0.0 
13.522797,52.645147,0.0 
13.522110,52.638897,0.0 
13.517990,52.629625,0.0 
13.506145,52.625769,0.0 
13.505459,52.619621,0.0 
13.503399,52.618996,0.0 
13.496876,52.605237,0.0 
13.498592,52.605133,0.0 
13.505116,52.596792,0.0 
</coordinates>
</LineString>
</Placemark>
</Document>
</kml>
